4;80;70;170;55;190
1;111;70;170;50;204
2;79;100;180;70;200
3;122;50;130;40;150
4;87;70;170;55;190
1;123;70;170;50;204
2;98;100;180;70;200
3;81;50;130;40;150
4;198;70;170;55;190
1;37;70;170;50;204
2;115;100;180;70;200
3;117;50;130;40;150
4;176;70;170;55;190
1;46;70;170;50;204
2;228;100;180;70;200
3;96;50;130;40;150
4;149;70;170;55;190
1;107;70;170;50;204
2;240;100;180;70;200
3;36;50;130;40;150
4;151;70;170;55;190
1;140;70;170;50;204
2;101;100;180;70;200
3;31;50;130;40;150
4;73;70;170;55;190
1;178;70;170;50;204
2;87;100;180;70;200
3;56;50;130;40;150
4;100;70;170;55;190
1;180;70;170;50;204
2;174;100;180;70;200
1;146;70;170;50;204
3;29;50;130;40;150
4;147;70;170;55;190
2;207;100;180;70;200
1;150;70;170;50;204
2;188;100;180;70;200
3;120;50;130;40;150
4;57;70;170;55;190
1;115;70;170;50;204
2;146;100;180;70;200
3;185;50;130;40;150
4;96;70;170;55;190
1;131;70;170;50;204
2;125;100;180;70;200
3;116;50;130;40;150
4;137;70;170;55;190
1;181;70;170;50;204
2;205;100;180;70;200
3;108;50;130;40;150
4;56;70;170;55;190
1;168;70;170;50;204
2;213;100;180;70;200
3;55;50;130;40;150
4;95;70;170;55;190
1;152;70;170;50;204
2;205;100;180;70;200
3;94;50;130;40;150
4;116;70;170;55;190
1;102;70;170;50;204
2;217;100;180;70;200
3;161;50;130;40;150
4;142;70;170;55;190
1;8;70;170;50;204
2;191;100;180;70;200
3;62;50;130;40;150
4;243;70;170;55;190
1;87;70;170;50;204
2;182;100;180;70;200
3;29;50;130;40;150
4;255;70;170;55;190
1;190;70;170;50;204
2;161;100;180;70;200
1;142;70;170;50;204
3;78;50;130;40;150
4;244;70;170;55;190
3;72;50;130;40;150
4;231;70;170;55;190
3;123;50;130;40;150
4;241;70;170;55;190
3;139;50;130;40;150
4;246;70;170;55;190
3;94;50;130;40;150
4;253;70;170;55;190
3;115;50;130;40;150
4;207;70;170;55;190
3;116;50;130;40;150
4;138;70;170;55;190
3;96;50;130;40;150
4;147;70;170;55;190
3;85;50;130;40;150
4;120;70;170;55;190
3;90;50;130;40;150
4;103;70;170;55;190
